gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.463468251286053,-1.0020352025044637,1
0,1,1,0,0.06238689314432279,1,0,0,0,0,2,2,2,0,1,0,0,-0.021681490104055855,-0.08125909848064154,0
0,0,1,0,-1.2827281667186554,0,1,0,0,0,0,0,0,2,0,0,2,-0.99285042727855,-0.9957876387307278,0
0,0,0,0,0.26619220524477405,0,1,0,0,0,2,0,2,2,0,1,2,-0.46901786698751297,-0.1231597205391233,1
0,1,1,0,1.0406523912264887,1,0,1,2,2,0,2,2,2,1,1,1,1.3519238902146633,1.7286358429537974,1
1,0,1,1,0.5107585797653155,1,0,2,1,1,1,1,1,1,2,0,2,-1.5183459480784474,-0.6122357906569337,0
1,1,0,0,-1.0789228546182041,1,0,1,2,0,0,0,2,0,0,1,0,0.6750989631084665,-0.7888895196937992,1
1,0,0,0,0.429236454925135,1,0,1,2,2,2,2,0,0,1,1,1,0.8580246190831143,0.7028874218129678,0
1,0,1,1,0.3477143300849545,1,0,2,1,1,1,1,1,1,2,1,3,-1.4917385799366805,-0.6227882128613353,0
1,0,0,0,-1.1196839170382944,1,0,1,0,2,0,0,0,0,0,1,2,0.32587725624777514,-0.8418503164895302,0
1,0,0,0,1.6113072651077522,0,1,0,2,0,2,2,2,2,2,1,1,-0.12145912063568196,0.9271595079521225,0
1,0,0,0,-1.1604449794583847,1,0,2,1,1,1,1,1,1,1,0,3,-1.4934015404455407,-0.9811290438693834,0
1,0,1,1,-0.9566396673579334,1,0,0,0,2,0,2,0,0,0,0,3,-0.3343180657698178,-0.8113189359274227,0
1,1,1,0,1.6113072651077522,1,2,0,0,0,2,0,2,2,2,1,1,0.2859662040351246,1.3416401081354705,0
0,0,1,0,0.021625830724232544,1,0,0,0,0,0,2,0,0,1,1,3,-0.4457364198634668,-0.23464451579483073,0
0,0,1,0,1.6113072651077522,1,2,1,2,0,0,0,0,0,2,0,0,0.5187806752755855,1.5220467906759936,0
1,0,1,0,-0.4267458558967602,1,0,0,2,0,0,2,0,0,0,1,2,-0.3542735918761429,-0.5022963291968499,1
0,0,1,0,1.5297851402675717,1,2,1,0,2,2,2,2,2,1,1,2,1.4849607309234982,2.3772565893712114,1
1,0,1,1,-0.46750691831685043,1,2,1,0,2,2,0,2,2,0,0,2,1.315338759019734,-0.058454386896652444,1
1,0,0,0,-0.712073292837392,1,0,1,0,0,2,0,2,0,0,0,2,0.6800878446350476,-0.47264799651795586,0
1,1,1,0,-0.14141841895612844,1,2,1,0,0,0,2,0,0,0,1,2,0.48053258357179535,0.05484065651964286,0
0,0,1,1,-0.712073292837392,1,0,0,0,2,2,2,2,2,0,0,0,0.38740679507561104,-0.5010159097661904,0
1,1,1,1,1.570546202687662,1,2,1,2,2,0,0,2,2,0,1,1,1.3386202061437797,2.321425886955036,1
1,1,0,0,1.6113072651077522,1,2,2,1,1,1,1,1,1,2,0,0,-1.3121388449797535,-0.21236963294076966,0
0,0,1,0,-0.5490290431570309,1,2,1,0,0,0,0,2,0,0,1,2,0.7316396204097209,-0.3205209224373459,0
1,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,3,-1.5033793034987035,-1.0025650312343917,0
0,0,0,0,-1.2827281667186554,1,0,1,0,2,0,0,0,0,0,1,2,0.3607994269338442,-0.9778176143073327,1
0,0,0,0,-1.2419671042985652,1,0,0,0,0,0,0,0,0,0,0,2,-0.6419657599089983,-0.9739763560153538,0
0,1,1,1,-0.8751175425177529,1,2,1,0,0,2,0,0,0,0,1,1,0.4406215313591448,-0.6293889957883564,0
0,0,0,0,-0.8343564800976626,1,0,2,1,1,1,1,1,1,1,0,3,-1.5150200270607266,-0.9102423750444177,0
0,0,1,0,1.5297851402675717,1,2,1,0,2,2,2,2,2,2,1,2,1.518219941100707,2.4114746948457353,0
0,1,1,0,-0.5082679807369407,1,2,1,0,0,2,0,2,0,0,0,2,0.8630135006096954,-0.14982776661217176,1
0,0,0,0,-0.3859847934766699,1,0,2,1,1,1,1,1,1,0,1,0,-1.481760816883518,-0.8034598097668223,0
1,1,0,0,0.6738028294456765,1,2,0,2,2,2,2,0,2,2,0,1,0.548713964435073,0.7817435977839355,0
0,0,1,1,-1.1604449794583847,1,2,1,0,2,0,0,2,2,0,1,2,1.1008168533767377,-0.8414750211391645,1
1,0,0,0,-0.019135231695857704,1,2,1,2,2,0,2,2,2,0,1,1,1.4400607971842665,0.504466562454889,1
1,0,0,1,-1.2419671042985652,1,0,0,0,0,0,0,0,2,0,1,2,-0.3176884606812135,-0.9632694004313898,0
1,1,1,0,1.4890240778474815,0,1,0,2,2,0,0,2,2,2,0,1,-0.2761144479597026,0.7339486311050035,0
1,0,0,0,-1.0789228546182041,1,0,1,0,0,0,0,2,0,0,1,1,0.5204436357844459,-0.8067933155259533,1
0,0,1,1,-0.34522373105657966,1,0,2,1,1,1,1,1,1,2,1,3,-1.501716342989843,-0.7931060733361438,0
0,0,0,0,-0.019135231695857704,1,2,1,0,2,2,0,2,2,1,1,1,1.3036980354577106,0.49738010319210035,0
0,0,0,0,-0.22294054379630893,1,0,0,2,2,0,0,0,0,2,0,0,-0.39917352561537467,-0.3495511215979905,0
0,1,1,0,-0.22294054379630893,1,2,1,2,0,0,2,2,2,0,1,0,1.3120128380020128,0.25493930685582733,1
1,0,0,0,1.0406523912264887,1,2,1,0,0,0,2,0,0,0,0,0,0.5254325173110274,1.1113191439963033,0
1,0,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,3,0.21612186266298605,-0.979738243453322,1
0,0,1,1,-0.5897901055771212,1,2,2,1,1,1,1,1,1,2,1,1,-1.3370832526126601,-0.8031286668106172,0
0,0,1,1,0.592280704605496,1,0,2,1,1,1,1,1,1,2,1,0,-1.4485016067063092,-0.5512613343210399,0
0,0,1,1,1.5297851402675717,1,2,1,0,2,2,2,2,2,2,1,2,1.5082421780475443,2.3839898294807145,0
0,0,0,0,-0.7935954176775724,1,2,1,0,2,2,2,0,0,0,0,2,0.8164506063616035,-0.5112813414085475,1
0,0,1,1,0.14390901798450328,1,0,0,2,0,0,0,0,0,0,0,1,-0.45904010393435046,-0.2098750226706914,0
1,0,0,0,1.407501953007301,1,0,2,1,1,1,1,1,1,2,1,3,-1.4983904219721222,-0.43227063205801747,0
0,0,0,0,-0.9158786049378431,1,0,2,1,1,1,1,1,1,0,1,3,-1.4950645009544015,-0.9231790265334959,0
1,1,0,0,-0.5490290431570309,1,0,1,2,0,0,0,0,2,0,1,2,0.7466062649894649,-0.288333827094213,0
0,0,1,1,1.570546202687662,1,0,2,1,1,1,1,1,1,2,0,0,-1.4967274614632617,-0.4256256967368357,0
1,0,1,1,1.6113072651077522,1,2,0,2,2,2,2,2,2,2,1,3,0.8164506063616035,1.8041585131656341,0
0,0,1,1,0.6330417670255862,1,0,2,1,1,1,1,1,1,2,0,3,-1.4917385799366805,-0.5980187197371959,0
1,0,1,1,-0.5897901055771212,1,0,0,2,0,2,2,2,2,0,0,2,0.6119064637717698,-0.2998796781672298,0
1,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,3,-1.4717830538303551,-1.0021455834898652,1
1,1,1,0,1.407501953007301,1,2,1,0,2,0,2,2,2,2,0,0,1.2654499437539208,2.07487891796182,0
1,0,1,1,1.4890240778474815,0,1,0,2,0,2,2,0,0,2,0,3,-0.8564876655519943,0.2159748190090306,0
1,0,0,0,-0.5490290431570309,1,2,1,0,2,0,0,2,2,0,1,2,1.167335273731155,-0.15832710248810195,1
1,1,1,0,1.6113072651077522,1,2,1,2,2,2,2,2,2,2,1,3,1.6512567818095416,2.667514428583497,0
0,1,0,0,0.22543114282468377,1,0,2,1,1,1,1,1,1,2,0,3,-1.4850867379012387,-0.6863235080585482,0
1,1,1,0,0.30695326766486425,1,0,0,0,0,0,0,0,2,1,0,2,-0.30105885559260914,-0.003109360816244658,0
0,0,1,1,1.1629355784867594,1,2,2,1,1,1,1,1,1,2,1,3,-1.3520498971924038,-0.373150576276872,0
0,0,0,0,-0.9158786049378431,1,2,1,0,2,0,0,0,0,0,1,1,0.5370732408730502,-0.6500523162555528,1
1,0,1,0,-0.019135231695857704,1,2,0,2,0,0,2,2,0,1,1,1,0.2643477174199388,0.018856455278691755,0
0,0,0,0,-0.46750691831685043,1,2,1,0,2,0,0,2,2,0,1,1,1.164009352713434,-0.13148244683841082,0
0,1,0,0,1.081413453646579,1,2,1,0,0,2,0,2,2,1,1,2,1.1523686291514113,1.589335039376864,0
0,1,1,0,-0.7935954176775724,1,0,1,0,0,0,0,0,0,0,1,2,0.17621081045033601,-0.6064739032189654,1
0,0,0,0,0.592280704605496,1,0,2,1,1,1,1,1,1,2,0,1,-1.4834237773923784,-0.556559621620321,0
1,0,1,1,1.4890240778474815,1,2,2,1,1,1,1,1,1,2,1,0,-1.2921833188734282,-0.21802113939333617,0
1,0,0,0,-1.2419671042985652,1,0,2,1,1,1,1,1,1,0,1,1,-1.4950645009544015,-0.9963616198548167,0
0,0,1,1,-0.4267458558967602,1,0,2,1,1,1,1,1,1,0,0,0,-1.5233348296050289,-0.8107670310004143,0
1,1,1,0,-0.712073292837392,1,2,1,2,0,2,0,2,0,0,1,2,1.052590998619785,-0.39652926898495006,0
0,0,0,0,0.8368470791260375,1,0,2,1,1,1,1,1,1,2,0,1,-1.4967274614632617,-0.5478174475765071,0
0,1,1,0,-0.1821794813762187,1,2,2,1,1,1,1,1,1,0,0,3,-1.3021610819265907,-0.6868974891826372,0
1,0,0,0,-0.4267458558967602,1,0,2,1,1,1,1,1,1,1,0,3,-1.481760816883518,-0.8014729520295919,0
1,1,1,0,-0.6713122304173017,1,0,1,0,0,2,2,0,2,0,1,2,0.8879579082426019,-0.33127203041547065,0
0,0,1,1,0.6330417670255862,0,1,0,2,2,0,2,0,0,2,0,3,-0.8465099024988317,-0.13761962962674476,0
1,1,1,0,-0.1006573565360382,1,2,1,2,2,2,2,2,0,0,1,0,1.358575732250105,0.39359990071743106,0
0,0,0,0,-1.201206041878475,1,0,1,0,0,0,0,0,0,0,1,2,0.17953673146805668,-0.9098229272998913,0
1,1,0,0,0.9998913288063985,1,2,1,2,0,0,2,0,2,2,0,2,0.9611281706324611,1.4725740330189558,0
0,1,1,0,1.4482630154273912,1,2,1,2,2,0,0,0,2,1,1,1,1.0542539591286455,1.8948254545745824,1
0,0,1,0,-0.3859847934766699,1,0,0,0,0,0,2,2,0,1,0,0,-0.1613701728483325,-0.41644199875141497,0
0,0,1,0,1.3259798281671205,1,0,0,0,0,0,2,2,0,2,1,1,-0.16802201488377433,0.6701704977399067,0
1,0,1,0,0.46999751734522527,1,0,1,0,0,0,0,2,2,1,1,0,0.8580246190831143,0.7434413958495489,0
0,0,1,1,1.570546202687662,1,2,1,2,2,2,0,2,2,2,1,0,1.468331125834894,2.371627159115725,0
0,0,1,0,0.18467008040459354,1,2,0,2,0,2,2,0,0,1,0,1,0.10802942958705779,0.08340725554160028,0
0,0,0,0,-0.8343564800976626,1,0,2,1,1,1,1,1,1,0,0,3,-1.4784348958657971,-0.8935306938546018,0
1,0,1,1,1.4890240778474815,1,2,0,0,2,2,2,2,2,2,1,0,0.5686694905413986,1.4619112298291523,0
0,0,0,0,0.10314795556441304,1,0,0,2,2,2,0,0,0,0,0,2,-0.1430776072508678,-0.13587561005739812,0
1,0,0,0,-1.1196839170382944,1,0,0,0,2,0,2,0,2,0,1,0,0.02488140414403604,-0.861166988934826,0
1,0,1,1,1.0406523912264887,1,2,1,0,0,0,0,2,0,2,0,0,0.5869620561388632,1.120458689587563,0
1,0,1,0,1.6113072651077522,1,2,0,2,2,2,2,0,2,2,1,0,0.5803102141034214,1.6293150322893564,0
1,0,1,0,1.6113072651077522,1,2,0,2,2,2,2,0,0,2,0,3,0.10969239009591861,1.111915201317472,0
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,1,-1.481760816883518,-1.0022780406723473,0
0,0,0,0,0.26619220524477405,1,0,1,2,0,2,2,2,0,1,1,2,1.0209947489514366,0.6192407110755667,1
1,0,1,1,0.8368470791260375,1,0,2,1,1,1,1,1,1,1,0,1,-1.4850867379012387,-0.5396271784597017,0
0,0,0,0,-0.22294054379630893,1,0,1,0,0,2,2,0,2,0,1,2,0.8097987643261616,0.04117549052691345,0
0,1,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,2,0.15958120536173165,-0.9804888341540535,1
0,1,0,0,-1.2827281667186554,1,0,1,0,0,0,0,2,2,0,1,2,0.8131246853438823,-0.9718128887014806,1
0,0,1,0,-0.5897901055771212,1,0,1,2,0,0,0,0,0,0,0,2,0.3308661377743562,-0.37630747245936036,0
1,0,1,1,0.5515196421854057,1,0,2,1,1,1,1,1,1,2,1,3,-1.4850867379012387,-0.6061648364598407,0
0,0,1,0,1.6113072651077522,1,2,0,2,0,2,2,2,2,2,1,1,0.65015455547556,1.6804876571215799,0
0,0,0,0,0.14390901798450328,1,0,1,0,0,2,2,0,2,0,1,2,0.7549210675337671,0.3478138679728097,1
0,0,1,0,-1.1604449794583847,0,1,0,0,0,0,0,0,0,0,1,2,-1.3204536475240558,-0.9671106587233688,0
0,0,0,0,-0.3044626686364894,1,0,2,1,1,1,1,1,1,2,0,1,-1.4983904219721222,-0.8014287996354311,0
0,0,1,1,0.30695326766486425,0,1,0,0,2,0,0,2,2,0,1,2,-0.465691945969792,-0.1120553934077133,0
1,0,1,0,1.24445770332694,1,2,1,0,2,2,0,2,2,0,1,2,1.2488203386653165,1.8339613792240905,0
0,1,0,0,-0.712073292837392,1,0,1,2,0,2,2,0,2,0,1,3,1.0459391565843432,-0.3812966929995168,1
1,0,0,0,-0.7528343552574821,1,2,0,0,2,0,0,0,0,0,1,1,-0.31103661864577165,-0.6723492753066943,0
1,1,1,0,1.6113072651077522,1,2,1,0,2,2,2,2,2,2,1,0,1.4932755334678003,2.4911476901086753,0
1,0,0,0,0.26619220524477405,1,2,1,2,2,0,0,2,2,0,1,2,1.3818571793741514,0.7728027379663985,0
0,0,1,1,0.592280704605496,0,1,0,2,2,2,0,2,2,2,1,1,-0.1613701728483325,0.21118428424259725,0
1,0,1,0,-0.5490290431570309,1,2,1,2,2,0,2,0,0,0,1,1,0.7964950802552779,-0.2728584129408961,0
0,0,0,0,-1.1196839170382944,1,2,1,0,0,0,0,2,0,0,1,2,0.6767619236173268,-0.8016054092120739,1
0,0,0,0,-0.7935954176775724,0,1,0,0,0,0,0,0,2,0,1,2,-0.9895245062608291,-0.814277146336188,1
0,0,0,0,-0.6305511679972114,1,2,1,0,0,2,0,0,0,0,0,0,0.5054769912047018,-0.41710428466382515,0
1,1,1,0,0.06238689314432279,1,2,1,0,0,0,0,0,0,0,1,2,0.3558105454072627,0.05963119128607619,0
0,0,0,0,0.38847539250504476,1,0,0,0,2,0,0,0,0,0,1,2,-0.5089289192001635,-0.09377630222519341,0
1,0,1,0,-1.1196839170382944,1,2,1,0,2,0,0,0,0,0,1,2,0.5470510039262128,-0.8274345597960695,1
0,0,1,1,1.570546202687662,1,2,2,1,1,1,1,1,1,2,0,1,-1.3620276602455665,-0.27676589982411587,0
1,1,1,0,-0.5490290431570309,1,0,0,2,0,2,0,2,0,0,0,0,0.051488772285803376,-0.4434191115835882,0
0,0,0,1,-1.2419671042985652,1,0,2,1,1,1,1,1,1,0,1,2,-1.505042264007564,-0.9954123433803621,1
1,0,0,0,0.9998913288063985,1,0,2,1,1,1,1,1,1,2,0,1,-1.531649632149331,-0.5280592511896045,0
1,0,1,0,1.6113072651077522,1,2,1,0,2,2,2,2,2,2,1,2,1.4483755997285688,2.3971030905464352,0
0,0,0,0,-1.0789228546182041,1,0,1,0,2,0,0,0,2,0,1,3,0.7017063312502334,-0.7840327563361248,0
0,0,1,1,-0.6305511679972114,1,2,1,0,0,0,0,0,2,0,1,2,0.6850767261616291,-0.3703248230505888,1
1,0,1,0,1.1629355784867594,1,2,0,0,2,2,0,2,2,2,0,0,0.5337473198553295,1.1665758652883893,0
1,0,1,1,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,2,0.20448113910096322,-0.9798927768328844,1
1,0,1,1,0.6330417670255862,1,2,1,2,2,2,2,2,2,2,0,1,1.5614569143310781,1.3922608280406856,0
1,0,0,0,-0.6713122304173017,1,0,2,1,1,1,1,1,1,0,1,1,-1.4717830538303551,-0.8654276949713313,0
1,1,0,0,-0.9566396673579334,1,2,1,0,0,0,0,0,2,0,1,2,0.6717730420907454,-0.6816433542775167,1
0,0,0,0,-1.201206041878475,1,0,0,0,0,0,0,0,0,0,0,2,-0.6735620095773465,-0.957065989051815,0
1,0,0,1,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,1,2,-0.6802138516127882,-0.9916373136796243,1
1,0,0,0,1.3259798281671205,1,2,1,0,2,2,0,2,2,2,0,1,1.3386202061437797,1.9168795754578405,0
0,0,1,1,1.5297851402675717,1,2,1,2,2,2,2,2,2,2,1,1,1.6728752684247274,2.6313315415688225,0
1,0,1,0,1.1221745160666692,1,0,0,2,0,0,0,2,0,1,1,3,-0.16802201488377433,0.5610920079659562,0
0,0,1,0,1.4890240778474815,1,2,2,1,1,1,1,1,1,1,1,2,-1.2822055558202659,-0.23259142946635933,0
0,1,0,0,0.10314795556441304,1,0,1,0,0,0,0,0,0,0,0,2,0.18951449452121918,0.05680543805979287,0
0,0,0,0,-0.4267458558967602,1,0,2,1,1,1,1,1,1,0,1,3,-1.4900756194278202,-0.803636419343465,0
1,0,1,1,1.3667408905872107,1,2,0,0,2,2,0,2,2,2,0,0,0.49882514916926,1.3001147814273544,0
1,1,1,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,2,0.18119969197691702,-0.980201843592009,1
0,0,1,0,-1.2827281667186554,1,0,1,0,0,0,0,2,0,0,1,0,0.4821955440806557,-0.9762060519204679,1
1,0,1,1,0.06238689314432279,1,2,1,0,0,2,0,0,2,0,1,1,0.8380690929767889,0.35615867046917754,0
0,0,1,1,1.6113072651077522,1,2,2,1,1,1,1,1,1,2,0,0,-1.3437350946481017,-0.25663240808684756,0
1,0,1,1,-0.05989629411594795,0,1,0,2,0,2,2,2,2,1,0,2,-0.16303313335719283,-0.19495151344438286,0
1,0,0,1,-0.1006573565360382,1,2,2,1,1,1,1,1,1,1,0,0,-1.3138018054886138,-0.6918867097227935,0
0,0,0,0,-0.9566396673579334,1,0,1,0,0,0,0,2,2,0,1,0,0.8630135006096954,-0.6537169649708889,1
1,0,1,1,-0.5082679807369407,1,0,1,0,0,0,0,0,0,0,1,2,0.18618857350349852,-0.36178133478049784,1
1,1,1,0,-0.5490290431570309,0,1,0,0,2,2,0,0,0,0,1,1,-1.0161318744025962,-0.7564154337886217,0
0,0,1,0,1.3259798281671205,1,2,1,2,0,2,0,2,2,0,1,2,1.3369572456349192,2.0418750033267146,0
0,0,1,1,-0.1006573565360382,1,0,2,1,1,1,1,1,1,2,0,3,-1.5150200270607266,-0.7450461922922477,0
1,0,0,0,-1.0789228546182041,1,0,2,1,1,1,1,1,1,1,0,3,-1.5200089085873079,-0.9563153983510833,0
0,0,0,0,-1.2419671042985652,0,1,0,0,2,0,0,2,2,0,0,2,-0.44739938037232735,-0.9685014591394299,0
1,0,1,1,0.8368470791260375,1,2,0,2,0,0,2,0,2,0,0,2,0.23275146775159042,0.6788685193895599,0
1,1,1,0,-1.0381617921981139,1,2,1,0,0,0,0,0,0,0,1,2,0.3508216638806817,-0.77588663961348,0
0,0,1,1,1.1629355784867594,1,0,0,2,0,0,0,0,0,1,1,0,-0.503940037673582,0.29628802398730064,0
1,1,0,0,1.5297851402675717,0,1,0,0,0,0,0,2,2,1,1,2,-0.6519435229621608,0.4300918544912298,1
0,0,0,0,-0.7935954176775724,1,2,0,2,0,2,0,2,2,0,1,2,0.4622400179743306,-0.571770121408674,0
1,1,1,0,0.10314795556441304,1,2,1,0,0,2,0,0,0,1,1,0,0.5570287669793752,0.23175929992147234,0
0,0,1,0,-1.2419671042985652,1,0,1,0,0,0,0,0,0,0,1,1,0.18452561299463818,-0.9428930705262377,0
0,0,0,0,-1.201206041878475,1,2,1,0,0,0,0,0,0,0,1,2,0.36412534795156487,-0.902493629869219,1
0,0,0,0,-1.201206041878475,1,2,1,0,0,0,0,0,0,0,0,2,0.3741031110047274,-0.8975044093290626,0
0,0,0,0,1.2036966409068497,1,2,1,0,0,0,0,2,2,1,1,0,0.9694429731767633,1.5307006599314859,0
1,0,1,1,1.6113072651077522,1,2,1,2,2,2,2,0,2,2,0,1,1.30037211443999,2.3080035591301904,0
1,0,1,0,1.24445770332694,1,0,2,1,1,1,1,1,1,2,1,0,-1.4934015404455407,-0.46604721359093476,0
1,1,0,0,-0.5082679807369407,1,0,1,0,0,0,0,0,0,0,0,1,0.21445890215412572,-0.39787591700685065,1
0,1,0,0,0.10314795556441304,1,2,1,2,2,2,2,2,2,1,1,0,1.5281977041538695,0.6825773204990568,0
1,1,1,0,-0.46750691831685043,1,0,1,0,0,0,0,0,0,0,1,2,0.14128863976426648,-0.3601035438023922,1
1,0,1,0,1.2036966409068497,1,2,1,2,2,0,0,0,2,1,0,2,1.0392873145489014,1.6385428826689374,0
0,0,0,0,-0.712073292837392,1,2,0,0,0,0,0,0,0,0,1,3,-0.53387332683307,-0.6932995863359352,0
0,0,0,0,0.918369203966218,1,0,0,2,0,0,0,0,0,0,1,1,-0.4756697090229548,0.23948596889959067,0
0,0,0,0,-0.8751175425177529,1,0,0,0,0,0,0,0,0,0,1,3,-0.6718990490684861,-0.8027312952631711,0
0,0,1,1,-0.6305511679972114,1,2,1,0,0,2,0,2,0,0,0,2,0.7782025146578133,-0.3663290313790475,1
0,0,0,0,1.1629355784867594,1,0,2,1,1,1,1,1,1,1,0,0,-1.510031145534145,-0.4212104573207681,0
0,0,1,0,1.570546202687662,1,2,0,2,2,2,2,2,2,2,0,1,0.8131246853438823,1.8095009528590758,0
0,0,0,0,-1.2419671042985652,1,0,1,0,0,0,0,0,0,0,0,0,0.1712219289237545,-0.9436657374240495,1
1,0,0,0,0.10314795556441304,1,0,2,1,1,1,1,1,1,2,0,3,-1.516682987569587,-0.7119318966717405,0
0,0,0,0,-0.6305511679972114,1,0,1,0,0,0,0,0,0,0,0,0,0.18785153401235885,-0.49660067035012273,0
0,0,0,0,-0.46750691831685043,1,2,1,0,0,0,0,2,2,0,1,2,1.0808613272704122,-0.07543098245143236,1
0,0,1,0,0.592280704605496,1,0,2,1,1,1,1,1,1,2,0,0,-1.5033793034987035,-0.6043545882992529,0
0,0,1,0,-1.201206041878475,1,0,2,1,1,1,1,1,1,0,0,3,-1.463468251286053,-0.9794512528912777,0
1,0,0,0,-1.201206041878475,1,0,2,1,1,1,1,1,1,0,1,3,-1.5033793034987035,-0.9810628152781423,0
1,1,1,0,0.46999751734522527,1,0,2,1,1,1,1,1,1,2,1,1,-1.513357066551866,-0.6371598171606354,0
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,1,3,-0.6935175356836717,-0.9918139232562669,0
0,0,1,1,0.46999751734522527,1,2,1,0,2,2,0,0,2,1,0,2,0.982746657247647,0.885258885893641,0
1,0,1,1,-1.1196839170382944,1,2,2,1,1,1,1,1,1,0,1,0,-1.2955092398911492,-0.9516352445700517,1
1,0,0,0,-0.34522373105657966,1,2,0,2,0,0,0,0,0,0,1,0,-0.30604773711919037,-0.39286462026961394,1
0,0,0,1,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,2,0.15958120536173165,-0.9804888341540535,1
0,0,0,0,-0.5897901055771212,1,0,1,2,0,0,0,0,0,0,1,2,0.3508216638806817,-0.40176132769299017,0
0,0,0,0,-0.9158786049378431,1,2,1,0,0,2,0,2,2,0,1,2,1.1889537603463405,-0.5431372937954754,1
0,0,1,0,1.3259798281671205,1,0,0,2,2,2,0,0,2,2,0,0,0.20448113910096322,0.9253713359886151,0
0,1,0,0,-1.2827281667186554,1,0,1,0,2,0,0,0,2,0,1,2,0.7033692917590937,-0.973269917708783,1
0,0,0,0,0.8368470791260375,1,2,1,2,0,2,0,2,2,1,1,1,1.400149744971616,1.5431957874789572,1
1,0,0,0,-1.201206041878475,1,0,2,1,1,1,1,1,1,1,0,3,-1.45182752772403,-0.9882596555263324,0
1,0,1,0,0.021625830724232544,1,0,0,2,2,0,2,0,0,2,1,3,-0.12644800216226346,-0.12006905294787597,0
1,0,0,0,-1.201206041878475,0,1,0,0,2,0,0,0,0,0,1,2,-1.1724501622354768,-0.9761618995263074,1
0,0,0,0,0.06238689314432279,1,0,0,2,0,2,2,2,2,1,1,0,0.5021510701869811,0.1929272692571577,0
0,0,1,1,-0.7528343552574821,1,0,2,1,1,1,1,1,1,2,1,3,-1.501716342989843,-0.8948331894823417,0
0,0,0,0,-0.7935954176775724,1,0,2,1,1,1,1,1,1,0,1,3,-1.481760816883518,-0.8896452831684623,0
1,1,1,0,0.5515196421854057,0,1,0,0,2,2,2,2,2,1,1,0,-0.1646960938660534,0.23237743343972184,1
1,0,1,1,-0.3859847934766699,1,2,2,1,1,1,1,1,1,1,0,3,-1.3470610156658227,-0.7734803341317231,0
0,0,1,1,0.592280704605496,1,0,2,1,1,1,1,1,1,2,0,3,-1.5000533824809827,-0.5922789084963079,0
1,0,0,1,-0.6305511679972114,1,0,0,2,0,0,0,0,0,0,1,3,-0.48398451156725697,-0.6373585029343585,0
0,0,1,1,0.6738028294456765,1,2,1,0,0,0,0,2,2,0,1,2,1.022657709460297,1.1007887979889817,1
1,1,1,0,1.081413453646579,0,1,0,0,2,0,0,2,2,0,1,2,-0.4856474720761173,0.3122049620822243,0
0,0,0,0,1.4890240778474815,1,2,0,2,0,2,2,2,2,2,1,1,0.6817508051439078,1.5926023165447538,0
1,0,0,0,-0.8751175425177529,0,1,0,0,0,2,0,2,0,1,1,2,-0.7733396401089725,-0.8034598097668223,1
1,0,0,0,-0.9158786049378431,1,0,0,2,0,0,0,0,0,0,1,3,-0.4390845778280252,-0.7796616693142179,0
1,0,1,1,-0.8343564800976626,1,2,2,1,1,1,1,1,1,2,1,0,-1.3587017392278458,-0.8921840458327011,0
1,0,0,0,0.5107585797653155,1,2,1,0,2,0,0,2,2,0,1,1,1.1972685628906428,1.0815825065290876,1
0,0,1,1,0.26619220524477405,1,0,0,0,0,2,0,2,0,0,1,3,-0.16635905437491375,0.022587332585268814,0
1,1,1,0,1.570546202687662,1,2,2,1,1,1,1,1,1,2,0,1,-1.310475884470893,-0.22106765459042277,0
1,0,1,1,1.570546202687662,1,2,2,1,1,1,1,1,1,2,0,1,-1.3620276602455665,-0.29314643805772667,0
0,0,1,1,0.021625830724232544,1,2,2,1,1,1,1,1,1,1,0,1,-1.3537128577012645,-0.6578893662190729,0
1,1,0,0,1.407501953007301,1,2,1,0,0,0,0,0,0,0,1,3,0.3607994269338442,1.2232454631936174,0
1,0,1,1,0.18467008040459354,0,1,0,2,2,2,0,0,0,0,0,0,-0.8199025343570646,-0.3715610900870877,1
1,0,1,1,0.6738028294456765,1,2,1,0,0,0,0,2,0,0,0,2,0.6534804764932807,0.8673771662585671,1
0,0,1,0,-0.9566396673579334,1,0,0,0,2,0,0,0,0,0,0,3,-0.465691945969792,-0.8052259055332494,0
1,0,1,0,0.7960860167059473,1,2,1,2,0,2,2,0,0,2,1,1,0.8896208687514623,1.032043520280809,0
